"StockSymbol";"BloombergTicker";"YahooTicker";"StockName";"StockCurrency";"CountryName";"IndustryName";"SectorName";"BusinessSummary"
"CTRM.US";"CTRM US Equity";"CTRM";"Castor Maritime Inc.";"USD";"Cyprus";"Marine Shipping";"Industrials";"Castor Maritime Inc. provides shipping services worldwide. The company operates through four segments: Dry Bulk Vessels, Aframax/LR2 Tanker, Handysize Tanker Vessels, and Containerships. It offers seaborne transportation services for dry bulk cargo; commodities, such as iron ore, coal, soybeans, etc.; and crude oil and refined petroleum products. As of March 08, 2023, the company owned and operated a fleet of 22 vessels primarily consisting of one Capesize, seven Kamsarmax, two Handysize tanker vessels, five Aframax/LR2 tanker vessels, and 12 dry bulk vessels, as well as 22,700 TEU containership vessels. Castor Maritime Inc. was incorporated in 2017 and is based in Limassol, Cyprus."
"TSN.US";"TSN US Equity";"TSN";"Tyson Foods, Inc.";"USD";"United States";"Farm Products";"Consumer Defensive";"Tyson Foods, Inc., together with its subsidiaries, operates as a food company worldwide. It operates through four segments: Beef, Pork, Chicken, and Prepared Foods. The company processes live fed cattle and live market hogs; fabricates dressed beef and pork carcasses into primal and sub-primal meat cuts, as well as case ready beef and pork, and fully cooked meats; raises and processes chickens into fresh, frozen, and value-added chicken products, including breaded chicken strips, nuggets, patties, and other ready-to-fix or fully cooked chicken parts; and supplies poultry breeding stock. It also manufactures and markets frozen and refrigerated food products, including ready-to-eat sandwiches, flame-grilled hamburgers, Philly steaks, pepperoni, bacon, breakfast sausage, turkey, lunchmeat, hot dogs, flour and corn tortilla products, appetizers, snacks, prepared meals, ethnic foods, side dishes, meat dishes, breadsticks, and processed meats under the Jimmy Dean, Hillshire Farm, Ball Park, Wright, State Fair, Aidells, and Gallo Salame brands. In addition, the company offers its products under the Tyson and ibp brands. It sells its products through its sales staff to grocery retailers, grocery wholesalers, meat distributors, warehouse club stores, military commissaries, industrial food processing companies, chain restaurants or their distributors, live markets, international export companies, and domestic distributors who serve restaurants and food service operations, such as plant and school cafeterias, convenience stores, hospitals, and other vendors, as well as through independent brokers and trading companies. The company was founded in 1935 and is headquartered in Springdale, Arkansas."
"S.US";"S UN Equity";"S";"SentinelOne, Inc.";"USD";"United States";"Software—Infrastructure";"Technology";"SentinelOne, Inc. operates as a cybersecurity provider in the United States and internationally. Its Singularity Extended Detection and Response Platform delivers an artificial intelligence-powered autonomous threat prevention, detection, and response capabilities across an organization's endpoints; and cloud workloads, which enables seamless and automatic protection against a spectrum of cyber threats. The company was formerly known as Sentinel Labs, Inc. and changed its name to SentinelOne, Inc. in March 2021. SentinelOne, Inc. was incorporated in 2013 and is headquartered in Mountain View, California."
"JMIA.US";"JMIA US Equity";"JMIA";"Jumia Technologies AG";"USD";"Germany";"Internet Retail";"Consumer Cyclical";"Jumia Technologies AG operates an e-commerce platform in West Africa, North Africa, East and South Africa, Europe, the United Arab Emirates, and internationally. The company's platform consists of marketplace that connects sellers with consumers; logistics service that enables the shipment and delivery of packages from sellers to consumers; and payment service, which facilitates transactions to participants active on the company's platform in selected markets. Its marketplace offers various products in a range of categories, such as fashion and apparel, beauty and personal care, home and living, fast moving consumer goods, smartphones, and other electronics, as well as access to various services, including restaurant food delivery, airtime recharge, and utility bills payment services. The company was formerly known as Africa Internet Holding GmbH and changed its name to Jumia Technologies AG in January 2019. Jumia Technologies AG was incorporated in 2012 and is headquartered in Berlin, Germany."
"AEM.US";"AEM US Equity";"AEM";"Agnico Eagle Mines Limited";"USD";"Canada";"Gold";"Basic Materials";"Agnico Eagle Mines Limited engages in the exploration, development, and production of mineral properties in Canada, Australia, Mexico, and Finland. The company primarily produces and sells gold deposits, as well as explores for silver, zinc, and copper deposits. Its flagship property comprises 100% owned LaRonde mine located in the Abitibi region of northwestern Quebec, Canada. It is also involved in exploration and development activities in Canada, Europe, Latin America, Australia, and the United States. Agnico Eagle Mines Limited was incorporated in 1953 and is headquartered in Toronto, Canada."
"ACRS.US";"ACRS UN Equity";"ACRS";"Aclaris Therapeutics, Inc.";"USD";"United States";"Diagnostics & Research";"Healthcare";"Aclaris Therapeutics, Inc. operates a clinical-stage biopharmaceutical company, develops novel drug candidates for immune-inflammatory diseases in the United States. It operates through two segments, Therapeutics and Contract Research. The Therapeutics segment is involved in identifying and developing innovative therapies to address significant unmet needs for immuno-inflammatory diseases. The Contract Research segment offers laboratory services. The company develops Zunsemetinib, an MK2 inhibitor for the treatment of moderate to severe rheumatoid and Psoriatic arthritis, and Hidradenitis suppurativa; and ATI-1777, a soft JAK 1/3 inhibitor for the treatment of moderate to severe atopic dermatitis. It develops ATI-2138, an ITK/TXK/JAK3 inhibitor as a potential treatment for T cell-mediated autoimmune diseases; Gut-Biased Program for inflammatory bowel disease; and ATI-2231, an oral MK2 inhibitor for the treatment of pancreatic and metastatic breast cancer. Aclaris Therapeutics, Inc. was incorporated in 2012 and is headquartered in Wayne, Pennsylvania."
"AQMS.US";"AQMS UN Equity";"AQMS";"Aqua Metals, Inc.";"USD";"United States";"Waste Management";"Industrials";"Aqua Metals, Inc. engages in the business of applying a commercialized clean water-based recycling technology to develop recycling solutions for lead and lithium-ion batteries in the United States. Its AquaRefining technology, a recycling technology that replaces polluting furnaces and hazardous chemicals with electricity-powered electroplating to recover metals and materials from spent batteries. The company also produces and sells hard lead, lead compounds, and plastics. Aqua Metals, Inc. was incorporated in 2014 and is based in Reno, Nevada."
"KC.US";"KC US Equity";"KC";"Kingsoft Cloud Holdings Limited";"USD";"China";"Software—Application";"Technology";"Kingsoft Cloud Holdings Limited provides cloud services to businesses and organizations in China. The company's products portfolio includes cloud products, including infrastructure as a service (IaaS) infrastructure, platform as a service (PaaS) middleware, and software as a service (SaaS) applications that primarily consist of cloud computing, storage, and delivery solutions. It offers research and development services, as well as enterprise digital solutions and related services. The company also provides public cloud services to customers in various verticals, including video, game, entertainment, e-commerce, education, traveling, advertising, intelligent mobility, office automation, artificial intelligent, and mobile internet; and enterprise cloud services to customers in financial service, public service, and healthcare businesses. Kingsoft Cloud Holdings Limited was incorporated in 2012 and is headquartered in Beijing, the People's Republic of China."
"HEXO.US";"HEXO US Equity";"HEXO";"HEXO Corp.";"USD";"Canada";"Drug Manufacturers—Specialty & Generic";"Healthcare";"HEXO Corp., together with its subsidiaries, produces, markets, and sells cannabis in Canada. The company offers its adult-use and medical products under the HEXO brand name. It also provides cannabis beverages under the Little Victory, House of Terpenes, Mollo, Veryvell, and XMG brands; and cannabis products under UP Cannabis, Original Stash, and Up brand names. It has a strategic alliance with Tilray Brands, Inc. The company was formerly known as The Hydropothecary Corporation and changed its name to HEXO Corp. in August 2018. HEXO Corp. was founded in 2013 and is headquartered in Gatineau, Canada."
"IMMR.US";"IMMR UN Equity";"IMMR";"Immersion Corporation";"USD";"United States";"Software—Application";"Technology";"Immersion Corporation, together with its subsidiaries, creates, designs, develop, and licenses haptic technologies that allow people to use their sense of touch to engage with and experience various digital products in North America, Europe, and Asia. The company provides technology, patent, and combined licenses. It also provides software development kits (SDKs) comprising tools, integration software, and effect libraries that allow for the design, encoding, and playback of tactile effects. In addition, the company offers reference designs and reference technology, engineering and integration services, and software and firmware services. It serves mobile communications, wearables, and consumer electronics; gaming and virtual reality (VR); automotive; and other markets. Immersion Corporation was incorporated in 1993 and is headquartered in Aventura, Florida."
"MRK.US";"MRK US Equity";"MRK";"Merck & Co., Inc.";"USD";"United States";"Drug Manufacturers—General";"Healthcare";"Merck & Co., Inc. operates as a healthcare company worldwide. It operates through two segments, Pharmaceutical and Animal Health. The Pharmaceutical segment offers human health pharmaceutical products in the areas of oncology, hospital acute care, immunology, neuroscience, virology, cardiovascular, and diabetes, as well as vaccine products, such as preventive pediatric, adolescent, and adult vaccines. The Animal Health segment discovers, develops, manufactures, and markets veterinary pharmaceuticals, vaccines, and health management solutions and services, as well as digitally connected identification, traceability, and monitoring products. The company serves drug wholesalers and retailers, hospitals, and government agencies; managed health care providers, such as health maintenance organizations, pharmacy benefit managers, and other institutions; and physicians and physician distributors, veterinarians, and animal producers. It has collaborations with AstraZeneca PLC; Bayer AG; Eisai Co., Ltd.; Ridgeback Biotherapeutics LP; and Gilead Sciences, Inc. to jointly develop and commercialize long-acting treatments in HIV. Merck & Co., Inc. was founded in 1891 and is headquartered in Rahway, New Jersey."
"ASTS.US";"ASTS US Equity";"ASTS";"AST SpaceMobile, Inc.";"USD";"United States";"Telecom Services";"Communication Services";"AST SpaceMobile, Inc., together with its subsidiaries, operates space-based cellular broadband network for mobile phones in the United States. Its SpaceMobile service provides mobile broadband services to end-users who are out of terrestrial cellular coverage. AST SpaceMobile, Inc. was founded in 2017 and is based in Midland, Texas."
"OTLY.US";"OTLY US Equity";"OTLY";"Oatly Group AB";"USD";"Sweden";"Beverages—Non-Alcoholic";"Consumer Defensive";"Oatly Group AB, an oatmilk company, provides a range of plant-based dairy products made from oats in Sweden. It offers Barista edition oatmilk, oatgurts, frozen desserts, ice-creams, and yogurts; cooking products, including cooking cream, in regular and organic, Crème Fraiche, whipping cream, vanilla custard and spreads in a variety of flavors; and ready-to-go drinks. The company was formerly known as Havre Global AB and changed its name to Oatly Group AB in March 2021. The company was founded in 1994 and is headquartered in Malmö, Sweden."
"FATE.US";"FATE US Equity";"FATE";"Fate Therapeutics, Inc.";"USD";"United States";"Biotechnology";"Healthcare";"Fate Therapeutics, Inc., a clinical-stage biopharmaceutical company, develops programmed cellular immunotherapies for cancer and immune disorders worldwide. Its chimeric antigen receptor (CAR)-targeted NK and T-cell product candidates include FT576 to treat multiple myeloma and FT522, to treat lymphoma and autoimmune disorders; and CAR T-cell programs include FT819 to treat hematologic malignancies and solid tumors, and FT825 to treat solid tumors. The company has a collaboration and option agreement with Ono Pharmaceutical Co. Ltd. for the development and commercialization of off-the-shelf, iPSC-derived CAR T-cell product candidates for the treatment of cancer. Fate Therapeutics, Inc. was incorporated in 2007 and is headquartered in San Diego, California."
"ABEV.US";"ABEV US Equity";"ABEV";"Ambev S.A.";"USD";"Brazil";"Beverages—Brewers";"Consumer Defensive";"Ambev S.A., through its subsidiaries, engages in the production, distribution, and sale of beer, draft beer, carbonated soft drinks, other non-alcoholic beverages, malt, and food products. It offers beer primarily under the Skol, Brahma, Antarctica, Brahva, Budweiser, Bud Light, Beck, Leffe and Hoegaarden, Bucanero, Cristal, Mayabe, Presidente, Presidente Light, Brahma Light, Bohemia, The One, Corona, Modelo Especial, Stella Artois, Quilmes Clásica, Paceña, Taquiña, Huari, Becker, Cusqueña, Michelob Ultra, Busch, Pilsen, Ouro Fino, Banks, Deputy, Patricia, Labatt Blue, Alexander Keith's, and Kokanee brands. The company also provides carbonated soft drinks, bottled water, isotonic beverages, energy drinks, coconut water, powdered and natural juices, and ready-to-drink teas under the Guaraná Antarctica, Gatorade, H2OH!, Lipton Iced Tea, Fusion, Do Bem, Pepsi-Cola, Canada Dry, Squirt, Red Rock, Red Bull, Seven Up, Nutrl, Bud Light Seltzer, Palm Bay, and Mike's brands. It offers its products through a network of third-party distributors and a direct distribution system. The company was founded in 1885 and is headquartered in São Paulo, Brazil. Ambev S.A. operates as a subsidiary of Interbrew International B.V."
"RIDE.US";"RIDE US Equity";"RIDE";"Lordstown Motors Corp.";"USD";"United States";"Auto Manufacturers";"Consumer Cyclical";"Lordstown Motors Corp. develops, manufactures, and sells Endurance, an electric full-size pickup truck for fleet customers in the United States. Lordstown Motors Corp. was incorporated in 2018 and is based in Lordstown, Ohio."
"JKS.US";"JKS US Equity";"JKS";"JinkoSolar Holding Co., Ltd.";"USD";"China";"Solar";"Technology";"JinkoSolar Holding Co., Ltd., together with its subsidiaries, engages in the design, development, production, and marketing of photovoltaic products. The company offers solar modules, silicon wafers, solar cells, recovered silicon materials, and silicon ingots. It also provides solar system integration services; and develops commercial solar power projects. The company sells its products to distributors, project developers, system integrators, and manufacturers of solar power products under the JinkoSolar brand. As of March 31, 2022, it had an integrated annual capacity of 40 gigawatts (GW) for mono wafers; 40.0 GW for solar cells; and 50.0 GW for solar modules. The company has operations in the People's Republic of China, the United States, Mexico, Australia, Japan, United Arab Emirates, Turkey, Jordan, Vietnam, Egypt, Spain, and Germany. JinkoSolar Holding Co., Ltd. was founded in 2006 and is based in Shangrao, the People's Republic of China."
"KGC.US";"KGC US Equity";"KGC";"Kinross Gold Corporation";"USD";"Canada";"Gold";"Basic Materials";"Kinross Gold Corporation, together with its subsidiaries, engages in the acquisition, exploration, and development of gold properties principally in the United States, Brazil, Chile, Canada, and Mauritania. It is also involved in the extraction and processing of gold-containing ores; reclamation of gold mining properties; and production and sale of silver. Kinross Gold Corporation was founded in 1993 and is headquartered in Toronto, Canada."
"BKCC.US";"BKCC US Equity";"BKCC";"BlackRock Capital Investment Corporation";"USD";"United States";"Asset Management";"Financial Services";"BlackRock Capital Investment Corporation, formerly known as BlackRock Kelso Capital Corporation, is a Business Development Company specializing in investments in middle market companies. The fund invests in all industries. It prefers to invest between $10 million and $50 million and can invest more or less in companies with EBITDA or operating cash flow between $10 million and $50 million. The fund invests in the form of senior and junior secured, unsecured, and subordinated debt securities and loans including cash flow, asset backed, and junior lien facilities and equity securities. It's equity investments can be structured in the form of warrants, preferred stock, common equity co-investments, and direct investments in common stock. The fund's debt investments are principally structured to provide for current cash interest and to a lesser extent non-cash interest, particularly with subordinated debt investments, through a pay-in-kind (PIK) feature. It can also make non-control investments."
"BTU.US";"BTU UN Equity";"BTU";"Peabody Energy Corporation";"USD";"United States";"Thermal Coal";"Energy";"Peabody Energy Corporation engages in coal mining business in the United States, Japan, Taiwan, Australia, India, Brazil, Belgium, Chile, France, Indonesia, China, Vietnam, South Korea, and internationally. The company operates through Seaborne Thermal Mining, Seaborne Metallurgical Mining, Powder River Basin Mining, and Other U.S. Thermal Mining segments. It is involved in the mining, preparation, and sale of thermal coal primarily to electric utilities; mining bituminous and sub-bituminous coal deposits; and mining metallurgical coal, such as hard coking coal, semi-hard coking coal, semi-soft coking coal, and pulverized coal injection coal. The company supplies coal primarily to electricity generators, industrial facilities, and steel manufacturers. It also engages in direct and brokered trading of coal and freight-related contracts, as well as provides transportation-related services. The company was founded in 1883 and is headquartered in St. Louis, Missouri."
"PLL.US";"PLL US Equity";"PLL";"Piedmont Lithium Inc.";"USD";"United States";"Other Industrial Metals & Mining";"Basic Materials";"Piedmont Lithium Inc., a development stage company, engages in the exploration and development of resource projects in the United States. The company primarily holds a 100% interest in the Carolina Lithium Project that include an area of approximately 3,245 acres located within the Carolina Tin-Spodumene Belt situated to the northwest of Charlotte, North Carolina in the United States. It also owns a real property of approximately 5 acres in Bessemer City, North Carolina; and 61-acre property in Kings Mountain, North Carolina. The company was incorporated in 2020 and is headquartered in Belmont, North Carolina."
"SQM.US";"SQM US Equity";"SQM";"Sociedad Química y Minera de Chile S.A.";"USD";"Chile";"Specialty Chemicals";"Basic Materials";"Sociedad Química y Minera de Chile S.A. produces and distributes specialty plant nutrients, iodine derivatives, lithium derivatives, potassium chloride and sulfate, industrial chemicals, and other products and services. The company offers specialty plant nutrients, including potassium nitrate, sodium nitrate, sodium potassium nitrate, specialty blends, and other specialty fertilizers. It also provides iodine and its derivatives for use in medical, pharmaceutical, agricultural, and industrial applications comprising x-ray contrast media, polarizing films for LCD and LED, antiseptics, biocides and disinfectants, pharmaceutical synthesis, electronics, pigments, and dye components. In addition, the company offers lithium carbonates for various applications that include electrochemical materials for batteries, frits for the ceramic and enamel industries, heat-resistant glass, air conditioning chemicals, continuous casting powder for steel extrusion, primary aluminum smelting process, pharmaceuticals, and lithium derivatives, as well as ingredient in manufacturing of gunpowder. Further, it supplies lithium hydroxide for the lubricating greases industry, as well as cathodes for batteries. Additionally, it offers potassium chloride and potassium sulfate for various crops, including corn, rice, sugar, soybean, and wheat; industrial chemicals, including sodium nitrate, potassium nitrate, potassium chloride, and solar salts; and other fertilizers and blends. The company operates in Chile, Latin America and the Caribbean, Europe, North America, Asia, and internationally. The company was founded in 1960 and is headquartered in Santiago, Chile."
"PSEC.US";"PSEC US Equity";"PSEC";"Prospect Capital Corporation";"USD";"United States";"Asset Management";"Financial Services";"Prospect Capital Corporation is a business development company. It specializes in middle market, mature, mezzanine finance, later stage, emerging growth, leveraged buyouts, refinancing, acquisitions, recapitalizations, turnaround, growth capital, development, capital expenditures and subordinated debt tranches of collateralized loan obligations, cash flow term loans, market place lending and bridge transactions. It also makes real estate investments particularly in multi-family residential real estate asset class. The fund makes secured debt, senior debt, senior and secured term loans, unitranche debt, first-lien and second lien, private debt, private equity, mezzanine debt, and equity investments in private and microcap public businesses. It focuses on both primary origination and secondary loans/portfolios and invests in situations like debt financings for private equity sponsors, acquisitions, dividend recapitalizations, growth financings, bridge loans, cash flow term loans, real estate financings/investments. It also focuses on investing in small-sized and medium-sized private companies rather than large public companies. The fund typically invests across all industry sectors, with a particular expertise in the energy and industrial sectors. It invests in aerospace and defense, chemicals, conglomerate services, consumer services, ecological, electronics, financial services, machinery, manufacturing, media, pharmaceuticals, retail, software, specialty minerals, textiles and leather, transportation, oil and gas production, coal production, materials, industrials, consumer discretionary, information technology, utilities, pipeline, storage, power generation and distribution, renewable and clean energy, oilfield services, healthcare, food and beverage, education, business services, and other select sectors. It prefers to invest in the United States and Canada. The fund seeks to invest between $10 million to $500 million per transaction in companies with EBITDA between $5 million and $150 million, sales value between $25 million and $500 million, and enterprise value between $5 million and $1000 million. It fund also co-invests for larger deals. The fund seeks control acquisitions by providing multiple levels of the capital structure. The fund focuses on sole, agented, club, or syndicated deals."
"ATOS.US";"ATOS US Equity";"ATOS";"Atossa Therapeutics, Inc.";"USD";"United States";"Biotechnology";"Healthcare";"Atossa Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on developing medicines in the areas of unmet medical need in oncology. The company's lead program is Endoxifen, an active metabolite of tamoxifen, which is in Phase II clinical trials to treat and prevent breast cancer. It is also developing AT-H201 for lung injury caused by cancer treatment. In addition, the company develops immunotherapy/chimeric antigen receptor therapy programs. It has a research agreement with Dana-Farber Cancer Institute, Inc. to support research of cytokine-coated nanoparticles for the treatment of breast cancer. The company was formerly known as Atossa Genetics Inc. and changed its name to Atossa Therapeutics, Inc. in January 2020. Atossa Therapeutics, Inc. was founded in 2008 and is headquartered in Seattle, Washington."
"LMT.US";"LMT US Equity";"LMT";"Lockheed Martin Corporation";"USD";"United States";"Aerospace & Defense";"Industrials";"Lockheed Martin Corporation, a security and aerospace company, engages in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services worldwide. It operates through four segments: Aeronautics, Missiles and Fire Control, Rotary and Mission Systems, and Space. The Aeronautics segment offers combat and air mobility aircraft, unmanned air vehicles, and related technologies. The Missiles and Fire Control segment provides air and missile defense systems; tactical missiles and air-to-ground precision strike weapon systems; logistics; fire control systems; mission operations support, readiness, engineering support, and integration services; manned and unmanned ground vehicles; and energy management solutions. The Rotary and Mission Systems segment offers military and commercial helicopters, surface ships, sea and land-based missile defense systems, radar systems, sea and air-based mission and combat systems, command and control mission solutions, cyber solutions, and simulation and training solutions. The Space segment offers satellites; space transportation systems; strategic, advanced strike, and defensive systems; and classified systems and services in support of national security systems. This segment also provides network-enabled situational awareness and integrates space and ground global systems to help its customers gather, analyze, and securely distribute critical intelligence data. It serves primarily serves the U.S. government, as well as foreign military sales contracted through the U.S. government. Lockheed Martin Corporation was founded in 1912 and is headquartered in Bethesda, Maryland."
"HBI.US";"HBI US Equity";"HBI";"Hanesbrands Inc.";"USD";"United States";"Apparel Manufacturing";"Consumer Cyclical";"Hanesbrands Inc., a consumer goods company, designs, manufactures, sources, and sells a range of basic apparel for men, women, and children. The company operates through three segments: Innerwear, Activewear, and International. It sells men's underwear, women's panties, children's underwear and socks, and activewear, as well as intimate apparel, such as bras and shapewears; home goods; and T-shirts, fleece, performance apparel, sport shirts, performance T-shirts and shorts, sports bras, teamwear, and thermals, as well as licensed logo apparel in collegiate bookstores and mass retail channels. The company licenses its Champion name for footwear and sports accessories. Hanesbrands Inc. provides its products primarily under the Hanes, Champion, Maidenform, JMS/Just My Size, Bali, Polo Ralph Lauren, Playtex, Alternative, Gear for Sports, Comfortwash, Hanes Beefy-T, Bonds, Sheridan, Bras N Things, Wonderbra, Berlei, Zorba, Sol y Oro, Maidenform, Rinbros, and Bellinda brand names. The company markets its products through retailers, wholesalers, and third-party embellishers. It sells its products in the Americas, Europe, the Asia pacific region, and internationally. Hanesbrands Inc. was founded in 1901 and is headquartered in Winston-Salem, North Carolina."
"DHC.US";"DHC US Equity";"DHC";"Diversified Healthcare Trust";"USD";"United States";"REIT—Healthcare Facilities";"Real Estate";"DHC is a real estate investment trust, or REIT, focused on owning high-quality healthcare properties located throughout the United States. DHC seeks diversification across the health services spectrum by care delivery and practice type, by scientific research disciplines and by property type and location. As of December 31, 2022, DHC's approximately $7.1 billion portfolio included 379 properties in 36 states and Washington, D.C., occupied by approximately 500 tenants, and totaling approximately 9 million square feet of life science and medical office properties and more than 27,000 senior living units. DHC is managed by The RMR Group (Nasdaq: RMR), a leading U.S. alternative asset management company with more than $37 billion in assets under management as of December 31, 2022 and more than 35 years of institutional experience in buying, selling, financing and operating commercial real estate."
"AA.US";"AA US Equity";"AA";"Alcoa Corporation";"USD";"United States";"Aluminum";"Basic Materials";"Alcoa Corporation, together with its subsidiaries, produces and sells bauxite, alumina, and aluminum products in the United States, Spain, Australia, Iceland, Norway, Brazil, Canada, and internationally. The company operates through three segments: Bauxite, Alumina, and Aluminum. It engages in bauxite mining operations; and processes bauxite into alumina and sells it to customers who process it into industrial chemical products, as well as aluminum smelting and casting businesses. The company offers primary aluminum in the form of alloy ingot or value-add ingot to customers that produce products for the transportation, building and construction, packaging, wire, and other industrial markets. In addition, it owns hydro power plants that generates and sells electricity in the wholesale market to traders, large industrial consumers, distribution companies, and other generation companies. The company was formerly known as Alcoa Upstream Corporation and changed its name to Alcoa Corporation in October 2016. The company was founded in 1886 and is headquartered in Pittsburgh, Pennsylvania."
"AU.US";"AU US Equity";"AU";"AngloGold Ashanti Limited";"USD";"South Africa";"Gold";"Basic Materials";"AngloGold Ashanti Limited operates as a gold mining company in Africa, the Americas, and Australia. The company explores for gold. Its flagship property is a 100% owned Geita project located in the Lake Victoria goldfields of the Mwanza region in north-western Tanzania. The company also owns 100% interest in the Iduapriem mine which covers 137 square kilometers located in the western region of Ghana; Obuasi project located in Ghana; AGA Mineração in Brazil; Serra Grande located in central Brazil in the state of Goiás; Greenfield Projects in the Beatty district in Nevada; and Sunrise Dam in Australia. It also holds 92.5% interest in the Cerro Vanguardia project situated in Argentina; 70% interest in the Tropicana property in Australia; and 85% interest in the Siguiri project in Guinea. The company also explores for silver and sulphuric acid. AngloGold Ashanti Limited was incorporated in 1944 and is headquartered in Johannesburg, South Africa."
"HIMX.US";"HIMX US Equity";"HIMX";"Himax Technologies, Inc.";"USD";"Taiwan";"Semiconductors";"Technology";"Himax Technologies, Inc., a fabless semiconductor company, provides display imaging processing technologies in China, Taiwan, the Philippines, Korea, Japan, Europe, and the United States. The company operates in two segments, Driver IC and Non-Driver Products. It offers display driver integrated circuits (ICs) and timing controllers that are used in televisions, laptops, monitors, mobile phones, tablets, automotive, digital cameras, car navigation, virtual reality devices, and other consumer electronic devices. The company also designs and provides controllers for touch sensor displays; in-cell touch and display driver integration single-chip solutions; active matrix organic light-emitting diode ICs; light-emitting diode driver and power management ICs; and liquid crystal on silicon microdisplays for augmented reality (AR) devices and head-up displays for the automotive industry. In addition, it offers complementary metal-oxide-semiconductor image sensors and wafer-level optics for AR devices, 3D sensing, and ultra-low power WiseEye smart image sensing, which are used in various applications, such as mobile phones, tablets, laptops, TV, PC camera, automobile, security, medical devices, home appliance, artificial intelligence and Internet of Things (AIoT), etc. The company markets its display drivers and display-related products to panel manufacturers, agents or distributors, module manufacturers, and assembly houses or end customers; and non-driver products to camera module manufacturers, optical engine manufacturers, television/AIoT system manufacturers, and various AIoT system integration companies. Himax Technologies, Inc. was incorporated in 2001 and is headquartered in Tainan City, Taiwan."
"WMT.US";"WMT US Equity";"WMT";"Walmart Inc.";"USD";"United States";"Discount Stores";"Consumer Defensive";"Walmart Inc. engages in the operation of retail, wholesale, and other units worldwide. The company operates through three segments: Walmart U.S., Walmart International, and Sam's Club. It operates supercenters, supermarkets, hypermarkets, warehouse clubs, cash and carry stores, and discount stores under Walmart and Walmart Neighborhood Market brands; membership-only warehouse clubs; ecommerce websites, such as walmart.com, walmart.com.mx, walmart.ca, flipkart.com, and samsclub.com; and mobile commerce applications. The company offers grocery and consumables, including dry grocery, snacks, dairy, meat, produce, bakery and deli, alcoholic and nonalcoholic beverages, floral, candy, and other grocery items, as well as dry, chilled, or frozen packaged foods; and health and beauty aids, paper goods, laundry and home care, baby care, pet supplies, and other consumable items. It is also involved in the operation of gasoline stations; provision of tobacco; and health and wellness products covering pharmacy, optical and hearing services, and over-the-counter drugs and other medical products. In addition, the company offers home improvement, outdoor living, gardening, furniture, apparel, jewelry, tools and power equipment, housewares, toys, seasonal items, mattresses, and tire and battery centers; and consumer electronics and accessories, software, video games, office supplies, appliances, and third-party gift cards. Further, it operates digital payment platforms; and offers financial services and related products, including money transfers, bill payments, money orders, check cashing, prepaid access, co-branded credit cards, installment lending, and earned wage access. The company was formerly known as Wal-Mart Stores, Inc. and changed its name to Walmart Inc. in February 2018. Walmart Inc. was founded in 1945 and is based in Bentonville, Arkansas."
"FVRR.US";"FVRR US Equity";"FVRR";"Fiverr International Ltd.";"USD";"Israel";"Internet Content & Information";"Communication Services";"Fiverr International Ltd. operates an online marketplace worldwide. Its platform enables sellers to sell their services and buyers to buy them. The company's platform includes approximately 600 categories in ten verticals, including graphic and design, digital marketing, writing and translation, video and animation, music and audio, programming and tech, business, data, lifestyle, and photography. It also offers Fiverr Workspace, which provides freelancers a software solution to manage invoicing, contracts, time tracking, and organizing workflow; Fiverr Learn and CreativeLive that offers learning and development offerings for freelancers; ClearVoice, a subscription based content marketing solution; and Stoke Talent, a freelancer management system. In addition, the company provides back office and creative talent platforms. Its buyers include businesses of various sizes, as well as sellers comprise a group of freelancers and small businesses. The company was incorporated in 2010 and is headquartered in Tel Aviv, Israel."
"GOL.US";"GOL US Equity";"GOL";"Gol Linhas Aéreas Inteligentes S.A.";"USD";"Brazil";"Airlines";"Industrials";"GOL Linhas Aéreas Inteligentes S.A. provides scheduled and non-scheduled air transportation services for passengers and cargo; and maintenance services for aircrafts and components in Brazil and internationally. The company offers Smiles, a frequent-flyer programs to approximately 20.5 million members, allowing clients to accumulate and redeem miles. It operates a fleet of 146 Boeing 737 aircrafts with 674 daily flights. The company was founded in 2000 and is headquartered in São Paulo, Brazil."
"PDD.US";"PDD US Equity";"PDD";"PDD Holdings Inc.";"USD";"Ireland";"Internet Retail";"Consumer Cyclical";"PDD Holdings Inc., a multinational commerce group, owns and operates a portfolio of businesses. It operates Pinduoduo, an e-commerce platform that offers products in various categories, including agricultural produce, apparel, shoes, bags, mother and childcare products, food and beverage, electronic appliances, furniture and household goods, cosmetics and other personal care, sports and fitness items and auto accessories; and Temu, an online marketplace. It focuses on bringing businesses and people into the digital economy. The company was formerly known as Pinduoduo Inc. and changed its name to PDD Holdings Inc. in February 2023. PDD Holdings Inc. was incorporated in 2015 and is based in Dublin, Ireland."
